"subject" "activity" "variable" "mean(value)"
"subject10" "walking_downstairs" "tBodyAccJerkStdY" -0.105020355562895
"subject10" "walking_upstairs" "tBodyAccJerkStdY" -0.177803083425532
"subject12" "standing" "tBodyAccJerkStdY" -0.953203115409836
"subject12" "sitting" "tBodyAccJerkStdY" -0.964047461568627
"subject12" "laying" "tBodyAccJerkStdY" -0.962639526833333
"subject12" "walking" "tBodyAccJerkStdY" -0.089404968585
"subject12" "walking_downstairs" "tBodyAccJerkStdY" 0.0629216671304348
"subject12" "walking_upstairs" "tBodyAccJerkStdY" -0.311328991057692
"subject13" "standing" "tBodyAccJerkStdY" -0.977704172105263
"subject13" "sitting" "tBodyAccJerkStdY" -0.984267557755102
"subject13" "laying" "tBodyAccJerkStdY" -0.980152342903226
"subject13" "walking" "tBodyAccJerkStdY" 0.0565488771722807
"subject13" "walking_downstairs" "tBodyAccJerkStdY" -0.149027773519149
"subject13" "walking_upstairs" "tBodyAccJerkStdY" -0.323333932218182
"subject18" "standing" "tBodyAccJerkStdY" -0.975277836849315
"subject18" "sitting" "tBodyAccJerkStdY" -0.984002717017544
"subject18" "laying" "tBodyAccJerkStdY" -0.985554339384615
"subject18" "walking" "tBodyAccJerkStdY" -0.320158763392857
"subject18" "walking_downstairs" "tBodyAccJerkStdY" -0.447033872545455
"subject18" "walking_upstairs" "tBodyAccJerkStdY" -0.56794063862069
"subject20" "standing" "tBodyAccJerkStdY" -0.935605650958904
"subject20" "sitting" "tBodyAccJerkStdY" -0.970896863484848
"subject20" "laying" "tBodyAccJerkStdY" -0.977002606764706
"subject20" "walking" "tBodyAccJerkStdY" 0.244310894098039
"subject20" "walking_downstairs" "tBodyAccJerkStdY" 0.289670966711111
"subject20" "walking_upstairs" "tBodyAccJerkStdY" -0.260789711588235
"subject24" "standing" "tBodyAccJerkStdY" -0.967745638695652
"subject24" "sitting" "tBodyAccJerkStdY" -0.979573678088235
"subject24" "laying" "tBodyAccJerkStdY" -0.982430495
"subject24" "walking" "tBodyAccJerkStdY" -0.302220161206897
"subject24" "walking_downstairs" "tBodyAccJerkStdY" -0.169291887741818
"subject24" "walking_upstairs" "tBodyAccJerkStdY" -0.51522075220339
"subject1" "standing" "tBodyAccJerkStdY" -0.98564873245283
"subject1" "sitting" "tBodyAccJerkStdY" -0.981371965319149
"subject1" "laying" "tBodyAccJerkStdY" -0.9241492736
"subject1" "walking" "tBodyAccJerkStdY" 0.0670025007684211
"subject1" "walking_downstairs" "tBodyAccJerkStdY" -0.101601390640816
"subject1" "walking_upstairs" "tBodyAccJerkStdY" -0.378274426037736
"subject3" "standing" "tBodyAccJerkStdY" -0.941686785737705
"subject3" "sitting" "tBodyAccJerkStdY" -0.953631390961538
"subject3" "laying" "tBodyAccJerkStdY" -0.968710724677419
"subject3" "walking" "tBodyAccJerkStdY" -0.0449619594258621
"subject3" "walking_downstairs" "tBodyAccJerkStdY" -0.111439194979592
"subject3" "walking_upstairs" "tBodyAccJerkStdY" -0.251680364540678
"subject5" "standing" "tBodyAccJerkStdY" -0.931217140714286
"subject5" "sitting" "tBodyAccJerkStdY" -0.952786261136364
"subject5" "laying" "tBodyAccJerkStdY" -0.964560430961538
"subject5" "walking" "tBodyAccJerkStdY" -0.0910397428607143
"subject5" "walking_downstairs" "tBodyAccJerkStdY" 0.0473612314702128
"subject5" "walking_upstairs" "tBodyAccJerkStdY" -0.125026612744681
"subject6" "standing" "tBodyAccJerkStdY" -0.949362277017544
"subject6" "sitting" "tBodyAccJerkStdY" -0.945143686181818
"subject6" "laying" "tBodyAccJerkStdY" -0.933674494385965
"subject6" "walking" "tBodyAccJerkStdY" 0.00808897373684211
"subject6" "walking_downstairs" "tBodyAccJerkStdY" 0.276544029529167
"subject6" "walking_upstairs" "tBodyAccJerkStdY" -0.0413994646723529
"subject7" "standing" "tBodyAccJerkStdY" -0.965810609622642
"subject7" "sitting" "tBodyAccJerkStdY" -0.969458676458333
"subject7" "laying" "tBodyAccJerkStdY" -0.973093160192308
"subject7" "walking" "tBodyAccJerkStdY" -0.0547448948245614
"subject7" "walking_downstairs" "tBodyAccJerkStdY" -0.296279674759574
"subject7" "walking_upstairs" "tBodyAccJerkStdY" -0.519897595686275
"subject8" "standing" "tBodyAccJerkStdY" -0.976442140740741
"subject8" "sitting" "tBodyAccJerkStdY" -0.980784606086957
"subject8" "laying" "tBodyAccJerkStdY" -0.976520952037037
"subject8" "walking" "tBodyAccJerkStdY" 0.233987544458333
"subject8" "walking_downstairs" "tBodyAccJerkStdY" 0.288140718789474
"subject8" "walking_upstairs" "tBodyAccJerkStdY" -0.0123501104926829
"subject11" "standing" "tBodyAccJerkStdY" -0.979428279574468
"subject11" "sitting" "tBodyAccJerkStdY" -0.966766643396226
"subject11" "laying" "tBodyAccJerkStdY" -0.972777455263158
"subject11" "walking" "tBodyAccJerkStdY" -0.181419230254237
"subject11" "walking_downstairs" "tBodyAccJerkStdY" -0.126816662141304
"subject11" "walking_upstairs" "tBodyAccJerkStdY" -0.428119229814815
"subject14" "standing" "tBodyAccJerkStdY" -0.966362425833333
"subject14" "sitting" "tBodyAccJerkStdY" -0.967828356296296
"subject14" "laying" "tBodyAccJerkStdY" -0.96812761745098
"subject14" "walking" "tBodyAccJerkStdY" -0.344339569152542
"subject14" "walking_downstairs" "tBodyAccJerkStdY" 0.192791766468889
"subject14" "walking_upstairs" "tBodyAccJerkStdY" -0.336427181240741
"subject15" "standing" "tBodyAccJerkStdY" -0.967720399622642
"subject15" "sitting" "tBodyAccJerkStdY" -0.978126998813559
"subject15" "laying" "tBodyAccJerkStdY" -0.970921587777778
"subject15" "walking" "tBodyAccJerkStdY" -0.0319265467387037
"subject15" "walking_downstairs" "tBodyAccJerkStdY" 0.0158059210738095
"subject15" "walking_upstairs" "tBodyAccJerkStdY" -0.311861356875
"subject16" "standing" "tBodyAccJerkStdY" -0.98262195474359
"subject16" "sitting" "tBodyAccJerkStdY" -0.981800970724638
"subject16" "laying" "tBodyAccJerkStdY" -0.984867286857143
"subject16" "walking" "tBodyAccJerkStdY" -0.425563858627451
"subject16" "walking_downstairs" "tBodyAccJerkStdY" -0.261684752425532
"subject16" "walking_upstairs" "tBodyAccJerkStdY" -0.425625937254902
"subject17" "standing" "tBodyAccJerkStdY" -0.98666125974359
"subject17" "sitting" "tBodyAccJerkStdY" -0.98863700234375
"subject17" "laying" "tBodyAccJerkStdY" -0.976960542816901
"subject17" "walking" "tBodyAccJerkStdY" -0.0935385034
"subject17" "walking_downstairs" "tBodyAccJerkStdY" -0.304063534173913
"subject17" "walking_upstairs" "tBodyAccJerkStdY" -0.349791873229167
"subject19" "standing" "tBodyAccJerkStdY" -0.970543276575342
"subject19" "sitting" "tBodyAccJerkStdY" -0.979267729041096
"subject19" "laying" "tBodyAccJerkStdY" -0.974524522650603
"subject19" "walking" "tBodyAccJerkStdY" 0.0809271194038461
"subject19" "walking_downstairs" "tBodyAccJerkStdY" 0.355306716915385
"subject19" "walking_upstairs" "tBodyAccJerkStdY" -0.0128865483575
"subject21" "standing" "tBodyAccJerkStdY" -0.963921458202247
"subject21" "sitting" "tBodyAccJerkStdY" -0.979002804823529
"subject21" "laying" "tBodyAccJerkStdY" -0.971584753222222
"subject21" "walking" "tBodyAccJerkStdY" -0.0347143855729423
"subject21" "walking_downstairs" "tBodyAccJerkStdY" -0.0796009757622222
"subject21" "walking_upstairs" "tBodyAccJerkStdY" -0.203209665702128
"subject22" "standing" "tBodyAccJerkStdY" -0.952303493968254
"subject22" "sitting" "tBodyAccJerkStdY" -0.964782832419355
"subject22" "laying" "tBodyAccJerkStdY" -0.955151526805556
"subject22" "walking" "tBodyAccJerkStdY" 0.225542290191304
"subject22" "walking_downstairs" "tBodyAccJerkStdY" 0.0198613278611111
"subject22" "walking_upstairs" "tBodyAccJerkStdY" -0.0575784544857143
"subject23" "standing" "tBodyAccJerkStdY" -0.975219983676471
"subject23" "sitting" "tBodyAccJerkStdY" -0.978045837794118
"subject23" "laying" "tBodyAccJerkStdY" -0.988611616666667
"subject23" "walking" "tBodyAccJerkStdY" -0.0805017337711864
"subject23" "walking_downstairs" "tBodyAccJerkStdY" -0.0883301225796296
"subject23" "walking_upstairs" "tBodyAccJerkStdY" -0.328225031
"subject25" "standing" "tBodyAccJerkStdY" -0.97227241054054
"subject25" "sitting" "tBodyAccJerkStdY" -0.982870991692308
"subject25" "laying" "tBodyAccJerkStdY" -0.945687169726027
"subject25" "walking" "tBodyAccJerkStdY" -0.382619718513514
"subject25" "walking_downstairs" "tBodyAccJerkStdY" -0.371661522413793
"subject25" "walking_upstairs" "tBodyAccJerkStdY" -0.627131235692308
"subject26" "standing" "tBodyAccJerkStdY" -0.975935485405405
"subject26" "sitting" "tBodyAccJerkStdY" -0.986215215641026
"subject26" "laying" "tBodyAccJerkStdY" -0.987182887763158
"subject26" "walking" "tBodyAccJerkStdY" -0.261863589338983
"subject26" "walking_downstairs" "tBodyAccJerkStdY" -0.08640490273602
"subject26" "walking_upstairs" "tBodyAccJerkStdY" -0.399771473818182
"subject27" "standing" "tBodyAccJerkStdY" -0.975829725
"subject27" "sitting" "tBodyAccJerkStdY" -0.985097470714286
"subject27" "laying" "tBodyAccJerkStdY" -0.985159461756757
"subject27" "walking" "tBodyAccJerkStdY" -0.104090459225439
"subject27" "walking_downstairs" "tBodyAccJerkStdY" -0.138528104113636
"subject27" "walking_upstairs" "tBodyAccJerkStdY" -0.426833499411765
"subject28" "standing" "tBodyAccJerkStdY" -0.933768175063291
"subject28" "sitting" "tBodyAccJerkStdY" -0.962219452777778
"subject28" "laying" "tBodyAccJerkStdY" -0.97867953975
"subject28" "walking" "tBodyAccJerkStdY" -0.220123120851852
"subject28" "walking_downstairs" "tBodyAccJerkStdY" 0.0265530133695652
"subject28" "walking_upstairs" "tBodyAccJerkStdY" -0.331602407372549
"subject29" "standing" "tBodyAccJerkStdY" -0.983338157846154
"subject29" "sitting" "tBodyAccJerkStdY" -0.9840551
"subject29" "laying" "tBodyAccJerkStdY" -0.989513565652174
"subject29" "walking" "tBodyAccJerkStdY" -0.087174644469434
"subject29" "walking_downstairs" "tBodyAccJerkStdY" -0.07734083835625
"subject29" "walking_upstairs" "tBodyAccJerkStdY" -0.388624195510204
"subject30" "standing" "tBodyAccJerkStdY" -0.957318881355932
"subject30" "sitting" "tBodyAccJerkStdY" -0.980420928387097
"subject30" "laying" "tBodyAccJerkStdY" -0.971049778142857
"subject30" "walking" "tBodyAccJerkStdY" -0.270709274446154
"subject30" "walking_downstairs" "tBodyAccJerkStdY" -0.194656096556452
"subject30" "walking_upstairs" "tBodyAccJerkStdY" -0.587214542923077
"subject2" "standing" "tBodyAccJerkStdZ" -0.982841446481481
"subject2" "sitting" "tBodyAccJerkStdZ" -0.98751821173913
"subject2" "laying" "tBodyAccJerkStdZ" -0.988442014375
"subject2" "walking" "tBodyAccJerkStdZ" -0.586090418983051
"subject2" "walking_downstairs" "tBodyAccJerkStdZ" -0.340122023191489
"subject2" "walking_upstairs" "tBodyAccJerkStdZ" -0.5737463525
"subject4" "standing" "tBodyAccJerkStdZ" -0.973054201071428
"subject4" "sitting" "tBodyAccJerkStdZ" -0.9790387658
"subject4" "laying" "tBodyAccJerkStdZ" -0.978511984259259
"subject4" "walking" "tBodyAccJerkStdZ" -0.7513913825
"subject4" "walking_downstairs" "tBodyAccJerkStdZ" -0.626646986888889
"subject4" "walking_upstairs" "tBodyAccJerkStdZ" -0.726495311923077
"subject9" "standing" "tBodyAccJerkStdZ" -0.970584264666667
"subject9" "sitting" "tBodyAccJerkStdZ" -0.9618894376
"subject9" "laying" "tBodyAccJerkStdZ" -0.958562455
"subject9" "walking" "tBodyAccJerkStdZ" -0.409764526153846
"subject9" "walking_downstairs" "tBodyAccJerkStdZ" -0.359513362761905
"subject9" "walking_upstairs" "tBodyAccJerkStdZ" -0.647296002040816
"subject10" "standing" "tBodyAccJerkStdZ" -0.9764306
"subject10" "sitting" "tBodyAccJerkStdZ" -0.988255803703704
"subject10" "laying" "tBodyAccJerkStdZ" -0.976256662586207
"subject10" "walking" "tBodyAccJerkStdZ" -0.511662905849057
"subject10" "walking_downstairs" "tBodyAccJerkStdZ" -0.318188417289474
"subject10" "walking_upstairs" "tBodyAccJerkStdZ" -0.607520480212766
"subject12" "standing" "tBodyAccJerkStdZ" -0.975556976885246
"subject12" "sitting" "tBodyAccJerkStdZ" -0.97911346627451
"subject12" "laying" "tBodyAccJerkStdZ" -0.970629308166667
"subject12" "walking" "tBodyAccJerkStdZ" -0.512276838
"subject12" "walking_downstairs" "tBodyAccJerkStdZ" -0.498655793478261
"subject12" "walking_upstairs" "tBodyAccJerkStdZ" -0.719336352692308
"subject13" "standing" "tBodyAccJerkStdZ" -0.986926242631579
"subject13" "sitting" "tBodyAccJerkStdZ" -0.987612090204082
"subject13" "laying" "tBodyAccJerkStdZ" -0.983070657419355
"subject13" "walking" "tBodyAccJerkStdZ" -0.374633172105263
"subject13" "walking_downstairs" "tBodyAccJerkStdZ" -0.31704660987234
"subject13" "walking_upstairs" "tBodyAccJerkStdZ" -0.660921263636364
"subject18" "standing" "tBodyAccJerkStdZ" -0.988455249452055
"subject18" "sitting" "tBodyAccJerkStdZ" -0.990153121754386
"subject18" "laying" "tBodyAccJerkStdZ" -0.990660246153846
"subject18" "walking" "tBodyAccJerkStdZ" -0.633325860714286
"subject18" "walking_downstairs" "tBodyAccJerkStdZ" -0.651246664909091
"subject18" "walking_upstairs" "tBodyAccJerkStdZ" -0.760829911206897
"subject20" "standing" "tBodyAccJerkStdZ" -0.958936310958904
"subject20" "sitting" "tBodyAccJerkStdZ" -0.976522488787879
"subject20" "laying" "tBodyAccJerkStdZ" -0.984989224117647
"subject20" "walking" "tBodyAccJerkStdZ" -0.387664584313725
"subject20" "walking_downstairs" "tBodyAccJerkStdZ" -0.381503405466667
"subject20" "walking_upstairs" "tBodyAccJerkStdZ" -0.513641207058824
"subject24" "standing" "tBodyAccJerkStdZ" -0.977716354927536
"subject24" "sitting" "tBodyAccJerkStdZ" -0.984662946764706
"subject24" "laying" "tBodyAccJerkStdZ" -0.983087366805556
"subject24" "walking" "tBodyAccJerkStdZ" -0.491189466034483
"subject24" "walking_downstairs" "tBodyAccJerkStdZ" -0.290239376563636
"subject24" "walking_upstairs" "tBodyAccJerkStdZ" -0.523807264237288
"subject1" "standing" "tBodyAccJerkStdZ" -0.992251177358491
"subject1" "sitting" "tBodyAccJerkStdZ" -0.987910804468085
"subject1" "laying" "tBodyAccJerkStdZ" -0.9548551108
"subject1" "walking" "tBodyAccJerkStdZ" -0.502699788526316
"subject1" "walking_downstairs" "tBodyAccJerkStdZ" -0.345735032326531
"subject1" "walking_upstairs" "tBodyAccJerkStdZ" -0.706593530943396
"subject3" "standing" "tBodyAccJerkStdZ" -0.973059634918033
"subject3" "sitting" "tBodyAccJerkStdZ" -0.974661565961538
"subject3" "laying" "tBodyAccJerkStdZ" -0.982093162903226
"subject3" "walking" "tBodyAccJerkStdZ" -0.52948611637931
"subject3" "walking_downstairs" "tBodyAccJerkStdZ" -0.571735243061224
"subject3" "walking_upstairs" "tBodyAccJerkStdZ" -0.708551711864407
"subject5" "standing" "tBodyAccJerkStdZ" -0.963832118928571
"subject5" "sitting" "tBodyAccJerkStdZ" -0.973436529545455
"subject5" "laying" "tBodyAccJerkStdZ" -0.985419368461538
"subject5" "walking" "tBodyAccJerkStdZ" -0.612895318571429
"subject5" "walking_downstairs" "tBodyAccJerkStdZ" -0.52265163787234
"subject5" "walking_upstairs" "tBodyAccJerkStdZ" -0.63836903212766
"subject6" "standing" "tBodyAccJerkStdZ" -0.967547241754386
"subject6" "sitting" "tBodyAccJerkStdZ" -0.958572952545455
"subject6" "laying" "tBodyAccJerkStdZ" -0.959646055263158
"subject6" "walking" "tBodyAccJerkStdZ" -0.575777466491228
"subject6" "walking_downstairs" "tBodyAccJerkStdZ" -0.336817322270833
"subject6" "walking_upstairs" "tBodyAccJerkStdZ" -0.560830688235294
"subject7" "standing" "tBodyAccJerkStdZ" -0.972060053207547
"subject7" "sitting" "tBodyAccJerkStdZ" -0.972256472708333
"subject7" "laying" "tBodyAccJerkStdZ" -0.972983064230769
"subject7" "walking" "tBodyAccJerkStdZ" -0.149488514397895
"subject7" "walking_downstairs" "tBodyAccJerkStdZ" -0.347107758021277
"subject7" "walking_upstairs" "tBodyAccJerkStdZ" -0.60780843627451
"subject8" "standing" "tBodyAccJerkStdZ" -0.982610899259259
"subject8" "sitting" "tBodyAccJerkStdZ" -0.985285807173913
"subject8" "laying" "tBodyAccJerkStdZ" -0.96608757462963
"subject8" "walking" "tBodyAccJerkStdZ" -0.383200596479167
"subject8" "walking_downstairs" "tBodyAccJerkStdZ" -0.0135136269
"subject8" "walking_upstairs" "tBodyAccJerkStdZ" -0.447518179097561
"subject11" "standing" "tBodyAccJerkStdZ" -0.990132989574468
"subject11" "sitting" "tBodyAccJerkStdZ" -0.983441609622641
"subject11" "laying" "tBodyAccJerkStdZ" -0.982111784210526
"subject11" "walking" "tBodyAccJerkStdZ" -0.720654731186441
"subject11" "walking_downstairs" "tBodyAccJerkStdZ" -0.579710482173913
"subject11" "walking_upstairs" "tBodyAccJerkStdZ" -0.785359167222222
"subject14" "standing" "tBodyAccJerkStdZ" -0.970766734
"subject14" "sitting" "tBodyAccJerkStdZ" -0.976133383518519
"subject14" "laying" "tBodyAccJerkStdZ" -0.972431855490196
"subject14" "walking" "tBodyAccJerkStdZ" -0.472791088644068
"subject14" "walking_downstairs" "tBodyAccJerkStdZ" -0.133634060621778
"subject14" "walking_upstairs" "tBodyAccJerkStdZ" -0.327868814314815
"subject15" "standing" "tBodyAccJerkStdZ" -0.985301940754717
"subject15" "sitting" "tBodyAccJerkStdZ" -0.987011024745763
"subject15" "laying" "tBodyAccJerkStdZ" -0.978402956527778
"subject15" "walking" "tBodyAccJerkStdZ" -0.686268420555555
"subject15" "walking_downstairs" "tBodyAccJerkStdZ" -0.404005582309524
"subject15" "walking_upstairs" "tBodyAccJerkStdZ" -0.748809454166667
"subject16" "standing" "tBodyAccJerkStdZ" -0.988073825641026
"subject16" "sitting" "tBodyAccJerkStdZ" -0.983487212898551
"subject16" "laying" "tBodyAccJerkStdZ" -0.987644127
"subject16" "walking" "tBodyAccJerkStdZ" -0.44025821745098
"subject16" "walking_downstairs" "tBodyAccJerkStdZ" -0.303381582831915
"subject16" "walking_upstairs" "tBodyAccJerkStdZ" -0.593411129607843
"subject17" "standing" "tBodyAccJerkStdZ" -0.991217027307692
"subject17" "sitting" "tBodyAccJerkStdZ" -0.990529261875
"subject17" "laying" "tBodyAccJerkStdZ" -0.98281300056338
"subject17" "walking" "tBodyAccJerkStdZ" -0.534303311639344
"subject17" "walking_downstairs" "tBodyAccJerkStdZ" -0.536331570652174
"subject17" "walking_upstairs" "tBodyAccJerkStdZ" -0.657430836041667
"subject19" "standing" "tBodyAccJerkStdZ" -0.986142491917808
"subject19" "sitting" "tBodyAccJerkStdZ" -0.986704740273973
"subject19" "laying" "tBodyAccJerkStdZ" -0.988260181084337
"subject19" "walking" "tBodyAccJerkStdZ" -0.179390497475
"subject19" "walking_downstairs" "tBodyAccJerkStdZ" -0.0200111148717949
"subject19" "walking_upstairs" "tBodyAccJerkStdZ" -0.4442822275
"subject21" "standing" "tBodyAccJerkStdZ" -0.977915677191011
"subject21" "sitting" "tBodyAccJerkStdZ" -0.985823622941176
"subject21" "laying" "tBodyAccJerkStdZ" -0.983977644222222
"subject21" "walking" "tBodyAccJerkStdZ" -0.425142604807692
"subject21" "walking_downstairs" "tBodyAccJerkStdZ" -0.246061882112444
"subject21" "walking_upstairs" "tBodyAccJerkStdZ" -0.562052350212766
"subject22" "standing" "tBodyAccJerkStdZ" -0.981478064920635
"subject22" "sitting" "tBodyAccJerkStdZ" -0.978928356290323
"subject22" "laying" "tBodyAccJerkStdZ" -0.974527011944444
"subject22" "walking" "tBodyAccJerkStdZ" -0.313155902608696
"subject22" "walking_downstairs" "tBodyAccJerkStdZ" -0.477806646111111
"subject22" "walking_upstairs" "tBodyAccJerkStdZ" -0.471703304761905
"subject23" "standing" "tBodyAccJerkStdZ" -0.973595215441176
"subject23" "sitting" "tBodyAccJerkStdZ" -0.975978995
"subject23" "laying" "tBodyAccJerkStdZ" -0.984663476666667
"subject23" "walking" "tBodyAccJerkStdZ" -0.0293115056033898
"subject23" "walking_downstairs" "tBodyAccJerkStdZ" 0.0310157077775926
"subject23" "walking_upstairs" "tBodyAccJerkStdZ" -0.408094020392157
"subject25" "standing" "tBodyAccJerkStdZ" -0.987062685135135
"subject25" "sitting" "tBodyAccJerkStdZ" -0.988433153384615
"subject25" "laying" "tBodyAccJerkStdZ" -0.96783552630137
"subject25" "walking" "tBodyAccJerkStdZ" -0.675601403648649
"subject25" "walking_downstairs" "tBodyAccJerkStdZ" -0.711494695517241
"subject25" "walking_upstairs" "tBodyAccJerkStdZ" -0.812458372307692
"subject26" "standing" "tBodyAccJerkStdZ" -0.986693448648649
"subject26" "sitting" "tBodyAccJerkStdZ" -0.99000871051282
"subject26" "laying" "tBodyAccJerkStdZ" -0.989064628947368
"subject26" "walking" "tBodyAccJerkStdZ" -0.397483516101695
"subject26" "walking_downstairs" "tBodyAccJerkStdZ" -0.3793359516
"subject26" "walking_upstairs" "tBodyAccJerkStdZ" -0.677995585454545
"subject27" "standing" "tBodyAccJerkStdZ" -0.987354788
"subject27" "sitting" "tBodyAccJerkStdZ" -0.988904001571429
